daerah,provinsi,jenis,periode,pendapatan_daerah,pendapatan_asli_daerah,hasil_pajak_daerah,hasil_retribusi_daerah,hasil_pengelolaan_kekayaan_daerah_yang_dipisahkan,lain_lain_pendapatan_asli_daerah_yang_sah,dana_perimbangan,dana_bagi_hasil_pajak_bagi_hasil_bukan_pajak,dana_alokasi_umum,dana_alokasi_khusus,lain_lain_pendapatan_daerah_yang_sah,pendapatan_hibah,dana_darurat,dana_bagi_hasil_pajak_dari_provinsi_dan_pemerintah_daerah_lainnya,dana_penyesuaian_dan_otonomi_khusus,bantuan_keuangan_dari_provinsi_atau_pemerintah_daerah_lainnya,pendapatan_lain_lain,belanja_daerah,belanja_pegawai_l,belanja_barang_dan_jasa,belanja_modal
Kab Ogan Komering Ulu,Sumatera Selatan,Anggaran,2018-07-05,1311311000000,159534000000,41180000000,3257000000,3516000000,111581000000,910502000000,190849000000,636234000000,83419000000,241275000000,0,0,85704000000,143290000000,12281000000,0,1463689000000,36001000000,362950000000,308660000000
Kota Palembang,Sumatera Selatan,Anggaran,2018-07-05,3643288000000,1055615000000,703685000000,129543000000,64495000000,157893000000,1995952000000,229479000000,1269426000000,497047000000,591721000000,150471000000,0,416000000000,25250000000,0,0,3651197000000,97454000000,881640000000,1052777000000
Kota Prabumulih,Sumatera Selatan,Anggaran,2018-07-05,874733000000,114058000000,25045000000,7097000000,1500000000,80416000000,703663000000,186817000000,415882000000,100965000000,57012000000,0,0,40509000000,16503000000,0,0,872733000000,15532000000,312414000000,120695000000
Kota Pagar Alam,Sumatera Selatan,Anggaran,2018-07-05,817251000000,62107000000,5224000000,2487000000,4510000000,49886000000,711758000000,188476000000,391943000000,131339000000,43385000000,0,0,35385000000,8000000000,0,0,826658000000,28874000000,261064000000,201547000000
Kota Lubuk Linggau,Sumatera Selatan,Anggaran,2018-07-05,953000000000,114915000000,51748000000,10853000000,2500000000,49814000000,726166000000,144935000000,449083000000,132149000000,111918000000,5666000000,0,88502000000,17750000000,0,0,868800000000,22844000000,189115000000,234039000000
Kab Banyuasin,Sumatera Selatan,Anggaran,2018-07-05,1948005000000,110634000000,61395000000,7370000000,4116000000,37753000000,1423535000000,150229000000,933632000000,339674000000,413837000000,1427000000,0,15139000000,397270000000,0,0,2035556000000,42999000000,598209000000,237865000000
Kab Ogan Ilir,Sumatera Selatan,Anggaran,2018-07-05,1549470000000,203562000000,111402000000,14553000000,3500000000,74108000000,1038827000000,166343000000,623349000000,249136000000,307081000000,55500000000,0,58249000000,193332000000,0,0,1547170000000,19074000000,326053000000,330591000000
Kab Ogan Komering Ulu Timur,Sumatera Selatan,Anggaran,2018-07-05,1649349000000,73130000000,21579000000,8936000000,1250000000,41365000000,1197972000000,148965000000,767167000000,281840000000,378248000000,71858000000,0,88810000000,8000000000,4000000000,205580000000,1652815000000,21633000000,352578000000,316382000000
Kab Ogan Komering Ulu Selatan,Sumatera Selatan,Anggaran,2018-07-05,1227209000000,41950000000,9256000000,5095000000,3600000000,24000000000,890540000000,108505000000,598063000000,183973000000,294718000000,49186000000,0,19216000000,0,15905000000,210411000000,1303538000000,24067000000,287276000000,316234000000
Kab Empat Lawang,Sumatera Selatan,Anggaran,2018-07-05,951767000000,42061000000,12402000000,770000000,6000000000,22889000000,732909000000,114959000000,424811000000,193138000000,176797000000,37907000000,0,26665000000,112224000000,0,0,951767000000,20589000000,221526000000,231185000000
Kab Penukal Abab Lematang Ilir,Sumatera Selatan,Anggaran,2018-07-05,1356801000000,82957000000,25500000000,1098000000,0,56358000000,1037721000000,555693000000,317402000000,164626000000,236123000000,0,0,46135000000,0,14701000000,175288000000,1580901000000,12073000000,401547000000,805994000000
Kab Musi Rawas Utara,Sumatera Selatan,Anggaran,2018-07-05,945843000000,35659000000,12000000000,809000000,0,22850000000,758032000000,157751000000,398435000000,201845000000,152152000000,0,0,45554000000,82581000000,3000000000,21017000000,963760000000,21899000000,278618000000,348703000000
Kab Bengkulu Selatan,Bengkulu,Anggaran,2018-07-05,900262000000,58720000000,7766000000,2394000000,3428000000,45132000000,725544000000,14270000000,554228000000,157046000000,115998000000,0,0,18605000000,97394000000,0,0,914104000000,31668000000,174987000000,110458000000
Kab Bengkulu Utara,Bengkulu,Anggaran,2018-07-05,1121419000000,109369000000,11251000000,1526000000,0,96591000000,840306000000,28261000000,623938000000,188107000000,171744000000,0,0,25000000000,146744000000,0,0,1164367000000,25718000000,288107000000,192525000000
Kab Rejang Lebong,Bengkulu,Anggaran,2018-07-05,1067775000000,93361000000,12515000000,5011000000,4448000000,71387000000,818290000000,17027000000,593702000000,207561000000,156124000000,37595000000,0,21000000000,97529000000,0,0,1102837000000,46786000000,274348000000,155627000000
Kota Bengkulu,Bengkulu,Anggaran,2018-07-05,1106109000000,182639000000,77851000000,19289000000,3554000000,81945000000,867509000000,32466000000,671384000000,163659000000,55960000000,1100000000,0,54860000000,0,0,0,1106109000000,81212000000,273017000000,177834000000
Kab Kaur,Bengkulu,Anggaran,2018-07-05,764086000000,41613000000,8685000000,2187000000,3000000000,27740000000,562656000000,14639000000,435518000000,112498000000,159817000000,0,0,20600000000,9250000000,0,129967000000,768711000000,14263000000,226266000000,91765000000
Kab Seluma,Bengkulu,Anggaran,2018-07-05,915012000000,66025000000,11409000000,1223000000,3500000000,49893000000,692863000000,17427000000,497868000000,177567000000,156124000000,0,0,29420000000,126704000000,0,0,940212000000,8235000000,231031000000,131947000000
Kab Mukomuko,Bengkulu,Anggaran,2018-07-05,865452000000,95407000000,13104000000,4701000000,6919000000,70683000000,637641000000,22155000000,492563000000,122924000000,132403000000,0,0,25859000000,106544000000,0,0,921952000000,45191000000,187358000000,212207000000
Kab Lebong,Bengkulu,Anggaran,2018-07-05,706271000000,42962000000,5730000000,1375000000,3441000000,32416000000,521186000000,15467000000,405048000000,100671000000,142122000000,0,0,47017000000,95106000000,0,0,720929000000,52205000000,156720000000,160350000000
Kab Kepahiang,Bengkulu,Anggaran,2018-07-05,691990000000,54752000000,4557000000,1871000000,4247000000,44078000000,539310000000,14225000000,414396000000,110689000000,97927000000,0,0,19885000000,74958000000,3084000000,0,721968000000,28098000000,175361000000,110607000000
Kab Bengkulu Tengah,Bengkulu,Anggaran,2018-07-05,720208000000,24000000000,6502000000,3607000000,1400000000,12491000000,582176000000,30341000000,430024000000,121812000000,114031000000,0,0,15834000000,98198000000,0,0,743957000000,23898000000,128779000000,138245000000
Kab Lampung Barat,Lampung,Anggaran,2018-07-05,1135995000000,45154000000,9950000000,2130000000,3401000000,29673000000,860613000000,26240000000,521744000000,312629000000,230228000000,51757000000,0,66407000000,112065000000,0,0,1144748000000,63816000000,244951000000,289684000000
Kab Lampung Selatan,Lampung,Anggaran,2018-07-05,2117776000000,218376000000,90930000000,8624000000,6174000000,112649000000,1414321000000,41234000000,1019208000000,353879000000,485079000000,100142000000,0,119478000000,265459000000,0,0,2178641000000,121413000000,353517000000,517230000000
Kab Lampung Tengah,Lampung,Anggaran,2018-07-05,2535529000000,153971000000,65136000000,6806000000,6375000000,75654000000,1826819000000,49707000000,1319481000000,457631000000,554739000000,152801000000,0,132171000000,261267000000,0,8500000000,2909029000000,120920000000,532718000000,730349000000
Kab Lampung Utara,Lampung,Anggaran,2018-07-05,1897967000000,133232000000,17940000000,1964000000,6673000000,106655000000,1323932000000,65701000000,949775000000,308457000000,440803000000,75251000000,0,118087000000,247465000000,0,0,1877057000000,102485000000,399837000000,416793000000
Kab Lampung Timur,Lampung,Anggaran,2018-07-05,2081100000000,236727000000,45430000000,6059000000,2250000000,182987000000,1496914000000,64602000000,1069168000000,363144000000,347460000000,0,0,111275000000,236185000000,0,0,2131100000000,98561000000,395840000000,286044000000
Kab Tanggamus,Lampung,Anggaran,2018-07-05,1645885000000,83875000000,22744000000,4438000000,7746000000,48947000000,1081717000000,55433000000,778606000000,247678000000,480293000000,68258000000,0,127069000000,0,0,284966000000,1645885000000,115270000000,283310000000,202321000000
Kab Tulang Bawang,Lampung,Anggaran,2018-07-05,1306672000000,103011000000,31900000000,1737000000,3047000000,66326000000,921489000000,35766000000,612113000000,273611000000,282172000000,44789000000,0,92800000000,126583000000,0,18000000000,1316672000000,67234000000,268334000000,287107000000
Kab Way Kanan,Lampung,Anggaran,2018-07-05,1399894000000,52567000000,20886000000,2069000000,3200000000,26412000000,1028471000000,28495000000,655519000000,344457000000,318856000000,53510000000,0,84052000000,181294000000,0,0,1503894000000,17862000000,287176000000,450334000000
Kota Bandar Lampung,Lampung,Anggaran,2018-07-05,2474121000000,788378000000,541869000000,58075000000,15438000000,172995000000,1385766000000,80169000000,1034731000000,270866000000,299977000000,98206000000,0,201770000000,0,0,0,2431871000000,171165000000,795534000000,415722000000
Kota Metro,Lampung,Anggaran,2018-07-05,868034000000,136386000000,19252000000,6289000000,3903000000,106942000000,637045000000,35652000000,455732000000,145661000000,94602000000,0,0,53205000000,25500000000,0,15897000000,895290000000,41590000000,275651000000,205679000000
Kab Pesawaran,Lampung,Anggaran,2018-07-05,1312263000000,59844000000,19397000000,3829000000,550000000,36068000000,950990000000,26040000000,669277000000,255674000000,301428000000,48805000000,0,83141000000,169482000000,0,0,1369539000000,85876000000,253982000000,330080000000
Kab Pringsewu,Lampung,Anggaran,2018-07-05,1183859000000,82534000000,18952000000,4484000000,1350000000,57748000000,849577000000,23973000000,621967000000,203636000000,251748000000,44112000000,0,75680000000,26250000000,0,105706000000,1221359000000,56259000000,255442000000,225162000000
Kab Mesuji,Lampung,Anggaran,2018-07-05,846653000000,41026000000,7316000000,12613000000,1253000000,19844000000,621059000000,30087000000,446272000000,144700000000,184568000000,26729000000,0,35454000000,35250000000,0,87134000000,886227000000,66615000000,176923000000,260555000000
Kab Tulang Bawang Barat,Lampung,Anggaran,2018-07-05,962271000000,31210000000,9991000000,2570000000,2100000000,16550000000,726982000000,23651000000,463478000000,239853000000,204078000000,34892000000,0,63734000000,26750000000,0,78702000000,1109382000000,34016000000,157911000000,472475000000
Kab Pesisir Barat,Lampung,Anggaran,2018-07-05,785042000000,27999000000,5219000000,4876000000,0,17904000000,580830000000,21575000000,417412000000,141842000000,176213000000,21262000000,0,46000000000,0,10000000000,98951000000,809088000000,63886000000,145018000000,216169000000
Prov DKI Jakarta,DKI Jakarta,Anggaran,2018-07-05,66029983000000,44570508000000,38125000000000,689900000000,539928000000,5215680000000,21401860000000,18265229000000,0,3136632000000,57615000000,57615000000,0,0,0,0,0,71169642000000,3144722000000,20035708000000,16995196000000
Kab Bandung,Jawa Barat,Anggaran,2018-07-05,5064214000000,813568000000,378428000000,26806000000,65882000000,342452000000,3123676000000,271322000000,2060203000000,792151000000,1126970000000,351471000000,0,387112000000,295884000000,92503000000,0,5475871000000,130730000000,1670090000000,842099000000
Kab Bekasi,Jawa Barat,Anggaran,2018-07-05,5051329000000,1979345000000,1515769000000,227999000000,22473000000,213104000000,1932111000000,438095000000,1152893000000,341123000000,1139873000000,273509000000,0,607533000000,225022000000,33809000000,0,5794424000000,268000000,1912610000000,1128027000000
Kab Bogor,Jawa Barat,Anggaran,2018-07-05,6884011000000,2348303000000,1569978000000,149706000000,44246000000,584374000000,2884528000000,295655000000,1919024000000,669849000000,1651180000000,443988000000,0,664063000000,420485000000,122644000000,0,7659448000000,373602000000,1931040000000,1570352000000
Kab Ciamis,Jawa Barat,Anggaran,2018-07-05,2202559000000,215241000000,52724000000,8551000000,3500000000,150466000000,1665882000000,65944000000,1183062000000,416876000000,321437000000,0,0,75396000000,246041000000,0,0,2224595000000,53125000000,321478000000,193843000000
Kab Cianjur,Jawa Barat,Anggaran,2018-07-05,3424545000000,584973000000,180532000000,38525000000,8685000000,357232000000,2271110000000,80224000000,1548376000000,642510000000,568461000000,0,0,193382000000,375079000000,0,0,3433496000000,71627000000,663463000000,595800000000
Kab Cirebon,Jawa Barat,Anggaran,2018-07-05,3103122000000,501984000000,170000000000,35981000000,5996000000,290007000000,1953323000000,97581000000,1500539000000,355203000000,647815000000,0,0,241093000000,406572000000,150000000,0,3192322000000,174176000000,566383000000,331129000000
Kab Garut,Jawa Barat,Anggaran,2018-07-05,3958847000000,423482000000,132572000000,18556000000,4545000000,267809000000,2644854000000,177318000000,1776937000000,690599000000,890511000000,289267000000,0,182797000000,0,0,418447000000,4111597000000,172942000000,1018328000000,474727000000
Kab Indramayu,Jawa Barat,Anggaran,2018-07-05,3173801000000,399794000000,89587000000,35015000000,10030000000,265162000000,2016003000000,193396000000,1371770000000,450837000000,758004000000,187377000000,0,224704000000,35000000000,0,310922000000,3148801000000,109059000000,716164000000,595196000000
Kab Karawang,Jawa Barat,Anggaran,2018-07-05,4094324000000,1298972000000,878226000000,116713000000,8163000000,295869000000,2129832000000,346855000000,1245521000000,537456000000,665519000000,0,0,359618000000,305901000000,0,0,4353376000000,245291000000,1155217000000,827610000000
Kab Kuningan,Jawa Barat,Anggaran,2018-07-05,2357710000000,314101000000,80450000000,59679000000,4664000000,169308000000,1678400000000,65343000000,1197195000000,415862000000,365209000000,0,0,103264000000,261945000000,0,0,2353710000000,86537000000,483743000000,149401000000
Kab Majalengka,Jawa Barat,Anggaran,2018-07-05,2926212000000,457012000000,134925000000,22999000000,7624000000,291464000000,1736655000000,91564000000,1204397000000,440694000000,732545000000,130217000000,0,126291000000,315692000000,160346000000,0,2957359000000,196101000000,400539000000,682848000000
Kab Purwakarta,Jawa Barat,Anggaran,2018-07-05,2164982000000,467131000000,280086000000,30226000000,5322000000,151497000000,1244813000000,107432000000,854420000000,282961000000,453038000000,0,0,144988000000,285847000000,22203000000,0,2169982000000,149260000000,415704000000,351466000000
Kab Subang,Jawa Barat,Anggaran,2018-07-05,2191748000000,388864000000,164138000000,22781000000,17167000000,184778000000,1437746000000,155063000000,1282683000000,0,365138000000,3000000000,0,175988000000,186150000000,0,0,2432148000000,112937000000,432743000000,354506000000
Kab Sukabumi,Jawa Barat,Anggaran,2018-07-05,3623793000000,549423000000,217275000000,33490000000,9710000000,288948000000,2279557000000,147742000000,1580415000000,551400000000,794814000000,250173000000,0,218163000000,326478000000,0,0,3763351000000,153789000000,995978000000,519890000000
Kab Sumedang,Jawa Barat,Anggaran,2018-07-05,2399793000000,424732000000,169552000000,13645000000,7872000000,233664000000,1637499000000,96154000000,1125798000000,415546000000,337562000000,0,0,119869000000,192693000000,25000000000,0,2388115000000,70508000000,449949000000,215008000000
Kab Tasikmalaya,Jawa Barat,Anggaran,2018-07-05,2791429000000,247956000000,58427000000,22517000000,22922000000,144090000000,2084131000000,66936000000,1451247000000,565948000000,459343000000,0,0,100041000000,33750000000,0,325551000000,2873861000000,81137000000,412065000000,232222000000
Kota Bandung,Jawa Barat,Anggaran,2018-07-05,6672618000000,3397310000000,2644000000000,230000000000,66903000000,456407000000,2411773000000,409584000000,1643077000000,359112000000,863536000000,70000000000,793536000000,0,0,0,0,7239814000000,351334000000,2150793000000,1462342000000
Kota Bekasi,Jawa Barat,Anggaran,2018-07-05,5386110000000,2431127000000,1742132000000,115473000000,18533000000,554989000000,1678444000000,160691000000,1212034000000,305719000000,1276538000000,0,0,728800000000,0,547739000000,0,5864792000000,311163000000,1788488000000,1296979000000
Kota Bogor,Jawa Barat,Anggaran,2018-07-05,2261050000000,875231000000,561186000000,41862000000,30766000000,241416000000,1083553000000,99907000000,791929000000,191717000000,302266000000,92127000000,0,210139000000,0,0,0,2530749000000,237335000000,691139000000,468481000000
Kota Cirebon,Jawa Barat,Anggaran,2018-07-05,1404746000000,435840000000,149542000000,12275000000,7353000000,266670000000,834026000000,84978000000,577779000000,171270000000,134880000000,39259000000,0,78121000000,17500000000,0,0,1429653000000,22637000000,547494000000,170600000000
